ID	st_vseh	delez_izbranih_tock	relativna_napaka_ploscine_1	relativna_napaka_obseg_1	relativna_napaka_ploscine_krog	relativna_napaka_obseg_krog	m	k
731	250	95.19999999999999	99.67862205607415	99.99527427237189	50.28382508064843	10.868781216078245	50	31
732	250	94.8	99.97145054863981	99.99978462543625	55.860178589290875	15.484656978302901	50	33
733	250	94.0	100.0	100.0	76.34457757116914	25.110243805246235	50	33
734	250	96.8	100.0	100.0	49.663763129720316	12.293837390822068	50	35
735	250	96.39999999999999	100.0	100.0	19.584857884106572	0.404114357179273	50	35
736	250	93.60000000000001	100.0	100.0	36.08094609125166	6.317774953035372	50	37
737	250	93.2	99.65974675873493	99.96910351508332	52.721490695799346	13.18942981742489	50	37
738	250	93.2	99.66325917267457	99.87088047959843	49.19730487238429	15.112866922768958	50	39
739	250	95.19999999999999	99.97761694920372	99.99990977740013	72.99102256866172	20.143213393655703	50	39
740	250	97.2	100.0	100.0	27.62471964144525	3.1536809614304504	50	41
741	250	97.6	99.677107194999	99.68971283930527	37.195939665591204	7.714623142309103	50	41
742	250	94.0	99.98430925938368	99.97898547227379	36.31040359151965	8.60265539983246	50	43
743	250	96.0	100.0	100.0	45.11796403455428	13.041459429898778	50	43
744	250	95.6	99.92920547923362	99.9505809452675	59.83696533051861	16.11977337400247	50	45
745	250	95.6	99.9960903502499	99.99341730150194	39.54558806373463	9.473285011451187	50	45
746	250	96.39999999999999	99.99400335787278	99.99865582135392	37.16375948423229	10.060016847862421	50	47
747	250	96.0	100.0	100.0	39.84679340867922	6.844033361284595	50	47
748	250	94.8	100.0	100.0	55.61147131671398	13.934518270091727	50	49
749	250	96.39999999999999	100.0	100.0	41.18650526571804	10.439201336124603	50	49
750	300	31.333333333333336	98.69724763749905	99.5818714491472	100.0	100.0	10	1
751	300	31.0	94.22082870350079	96.97358484372425	100.0	100.0	10	1
752	300	32.666666666666664	95.23738319587672	96.63303738896533	23.843898968728276	1.071495053669904	10	3
753	300	29.666666666666668	92.69057494915764	94.78895748118293	76.33350071875616	55.67336299536184	10	3
754	300	32.0	95.90564023364023	97.54575181194025	9.424333902799372	12.497670216919202	10	5
755	300	30.666666666666664	96.63724178233191	98.09820136565666	46.09279089645061	33.338667403986946	10	5
756	300	31.666666666666664	94.53749548672282	95.29869034173417	22.81293057919804	0.4749920899710181	10	7
757	300	31.0	89.20943450581828	93.62295656888296	25.633387511655386	2.012214694900504	10	7
758	300	31.666666666666664	93.02836404399272	93.58824164046136	26.324878334180273	2.297129241799742	10	9
759	300	31.0	92.90566016439035	95.76969250048379	14.235917566191429	13.97548023354805	10	9
760	300	31.666666666666664	92.78832682264881	96.09512970721012	16.389240211419892	16.091349160824333	10	11
761	300	32.33333333333333	94.9745987403101	97.7859115291771	13.245033231488668	2.4213067254077423	10	11
762	300	31.0	96.47408895446301	97.53162827707587	4.88047203765452	5.11050784026345	10	13
763	300	32.0	96.32997050120778	96.91589879112337	24.12733338855391	3.456398345820518	10	13
764	300	32.0	90.16201491814633	94.21625813787846	4.2799661831660325	6.44891897204852	10	15
765	300	33.0	97.10681133173449	98.702571671446	78.79680639858131	24.946269674426937	10	15
766	300	32.666666666666664	96.3438360170318	98.08396575553068	82.38143245056916	23.828909031827187	10	17
767	300	31.666666666666664	92.95461881131743	96.26041629010993	65.98843456093914	15.742397430952677	10	17
768	300	32.33333333333333	97.65583335960855	99.33161128331574	11.953259642408092	1.3019376118289883	10	19
769	300	32.33333333333333	93.39151539137352	94.25514296647727	25.13645882788201	1.1517632353378697	10	19
770	300	31.666666666666664	95.16885693378313	97.60020232021328	0.8917938124774578	8.374113551297462	10	21
771	300	32.666666666666664	94.42906613116669	96.08767011855545	34.257044172883575	5.984652317302952	10	21
